customer_id,segment,country,orders_30d,support_tickets_30d,reachable_by_email,health_score,churn_risk_band
C00645,enterprise,DE,5,4,true,47,medium
C00646,enterprise,IT,1,2,true,35,medium
C00647,mid_market,ES,3,1,true,65,low
C00648,consumer,IT,3,0,true,77,low
C00649,consumer,ES,5,0,true,95,low
C00650,enterprise,FR,3,2,true,53,medium
C00651,mid_market,ES,2,0,true,68,low
C00652,smb,FR,6,1,true,67,low
C00653,enterprise,ES,4,0,true,86,low
C00654,consumer,GR,2,0,true,43,medium
C00655,mid_market,GR,6,0,true,79,low
C00656,consumer,FR,6,2,true,80,low
C00657,enterprise,PT,4,1,true,49,medium
C00658,consumer,DE,6,5,true,44,medium
C00659,smb,GR,7,3,true,77,low
C00660,mid_market,GR,2,0,true,68,low
C00661,enterprise,IT,6,0,true,100,low
C00662,enterprise,IT,2,4,false,20,high
C00663,consumer,FR,5,4,false,22,high
C00664,mid_market,FR,1,0,true,59,medium
C00665,mid_market,IT,3,2,true,53,medium
C00666,enterprise,DE,4,0,true,61,low
C00667,consumer,FR,0,0,true,50,medium
C00668,smb,GR,2,0,true,68,low
C00669,smb,ES,8,4,true,74,low
C00670,consumer,GR,4,6,true,0,high
C00671,enterprise,ES,5,2,true,71,low
C00672,smb,GR,7,0,true,100,low
C00673,mid_market,ES,7,0,true,100,low
C00674,consumer,DE,2,2,true,44,medium
C00675,mid_market,ES,4,0,true,86,low
C00676,smb,PT,2,3,true,32,medium
C00677,mid_market,ES,6,0,true,100,low
C00678,enterprise,FR,3,0,true,77,low
C00679,mid_market,PT,4,0,true,86,low
C00680,mid_market,FR,5,6,true,23,high
C00681,enterprise,PT,3,2,false,53,medium
C00682,mid_market,GR,5,1,true,83,low
C00683,smb,DE,2,0,true,68,low
C00684,consumer,GR,1,4,true,11,high
C00685,enterprise,IT,2,0,true,68,low
C00686,smb,ES,3,0,true,77,low
C00687,enterprise,GR,7,0,true,88,low
C00688,consumer,DE,5,1,true,83,low
C00689,mid_market,DE,4,2,true,62,low
C00690,enterprise,PT,6,2,true,80,low
C00691,consumer,IT,4,0,false,86,low
C00692,smb,FR,0,2,true,1,high
C00693,enterprise,IT,6,2,false,80,low
C00694,enterprise,GR,2,0,true,68,low
C00695,mid_market,IT,4,5,true,26,high
C00696,consumer,DE,1,2,true,10,high
C00697,smb,IT,2,3,true,32,medium
C00698,consumer,ES,5,4,true,47,medium
C00699,consumer,IT,2,0,true,43,medium
C00700,consumer,ES,7,1,true,100,low
C00701,enterprise,ES,5,0,true,95,low
C00702,enterprise,IT,9,2,true,100,low
C00703,enterprise,ES,2,2,true,44,medium
C00704,mid_market,PT,7,2,true,89,low
C00705,mid_market,PT,4,2,true,62,low
C00706,consumer,ES,4,1,true,74,low
C00707,enterprise,FR,6,0,true,100,low
C00708,enterprise,DE,5,1,true,83,low
C00709,enterprise,GR,4,0,true,86,low
C00710,enterprise,DE,5,0,false,95,low
C00711,consumer,GR,7,2,true,89,low
C00712,enterprise,GR,3,0,true,77,low
C00713,consumer,DE,5,6,true,23,high
C00714,mid_market,FR,0,0,false,50,medium
C00715,mid_market,GR,2,0,true,68,low
C00716,mid_market,PT,5,4,true,47,medium
C00717,consumer,IT,7,0,true,100,low
C00718,enterprise,GR,6,0,true,100,low
C00719,mid_market,PT,7,2,true,89,low
C00720,mid_market,IT,7,0,true,100,low
C00721,consumer,FR,2,0,false,68,low
C00722,enterprise,PT,6,2,true,80,low
C00723,smb,PT,7,1,true,100,low
C00724,mid_market,IT,5,0,true,95,low
C00725,enterprise,FR,2,0,true,68,low
C00726,smb,DE,3,2,true,53,medium
C00727,smb,PT,0,0,false,50,medium
C00728,smb,ES,3,2,true,53,medium
C00729,consumer,ES,4,0,true,86,low
C00730,enterprise,ES,6,4,true,56,medium
C00731,consumer,IT,2,0,true,68,low
C00732,smb,IT,4,6,true,14,high
C00733,smb,IT,3,1,false,65,low
C00734,smb,DE,1,0,true,59,medium
C00735,consumer,ES,5,0,true,95,low
C00736,enterprise,ES,2,0,true,68,low
C00737,enterprise,DE,6,2,true,80,low
C00738,mid_market,FR,5,2,true,71,low
C00739,smb,IT,5,0,true,95,low
C00740,enterprise,ES,3,2,false,53,medium
C00741,enterprise,DE,3,4,true,29,high
C00742,smb,PT,6,5,true,19,high
C00743,smb,IT,0,0,true,50,medium
C00744,consumer,IT,5,0,true,95,low
C00745,mid_market,PT,3,2,true,53,medium
C00746,consumer,IT,1,1,true,47,medium
C00747,mid_market,IT,5,2,true,71,low
C00748,smb,DE,4,0,true,86,low
C00749,enterprise,DE,0,0,true,50,medium
C00750,smb,ES,3,0,true,77,low
C00751,enterprise,DE,7,2,true,89,low
C00752,mid_market,FR,2,0,true,68,low
C00753,smb,ES,2,0,true,68,low
C00754,mid_market,GR,4,2,true,62,low
C00755,consumer,GR,4,0,true,86,low
C00756,consumer,IT,6,2,true,80,low
C00757,mid_market,FR,6,2,true,80,low
C00758,consumer,DE,2,2,true,19,high
C00759,enterprise,ES,5,5,true,10,high
C00760,mid_market,IT,4,5,false,26,high
C00761,mid_market,FR,6,0,true,100,low
C00762,enterprise,GR,3,1,true,65,low
C00763,consumer,IT,5,1,true,83,low
C00764,consumer,ES,5,0,true,95,low
C00765,consumer,GR,2,4,true,20,high
C00766,consumer,IT,6,2,true,55,medium
C00767,consumer,PT,2,0,true,68,low
C00768,consumer,FR,2,4,true,20,high
C00769,smb,PT,3,2,true,53,medium
C00770,enterprise,PT,3,2,true,53,medium
C00771,mid_market,DE,3,0,false,77,low
C00772,enterprise,FR,5,0,true,95,low
C00773,mid_market,ES,5,2,true,71,low
C00774,consumer,GR,4,0,false,86,low
C00775,consumer,GR,3,3,true,41,medium
C00776,smb,IT,3,2,false,28,high
C00777,smb,IT,4,1,false,74,low
C00778,smb,FR,6,0,false,100,low
C00779,enterprise,ES,3,0,true,77,low
C00780,smb,IT,5,0,true,70,low
C00781,mid_market,PT,3,0,true,77,low
C00782,consumer,ES,2,0,false,68,low
C00783,consumer,IT,3,4,true,4,high
C00784,mid_market,GR,2,0,true,68,low
C00785,consumer,PT,2,0,true,68,low
C00786,consumer,IT,3,0,true,77,low
C00787,enterprise,GR,2,0,true,43,medium
C00788,enterprise,PT,3,1,true,65,low
C00789,mid_market,IT,3,0,true,52,medium
C00790,consumer,GR,4,0,false,86,low
C00791,consumer,FR,3,0,true,77,low
C00792,consumer,ES,4,0,true,86,low
C00793,smb,DE,3,0,true,77,low
C00794,consumer,FR,6,2,true,55,medium
C00795,smb,FR,3,0,true,52,medium
C00796,enterprise,DE,3,3,true,41,medium
C00797,enterprise,DE,3,2,true,28,high
C00798,enterprise,ES,3,2,false,53,medium
C00799,enterprise,IT,7,1,false,100,low
C00800,consumer,PT,2,0,true,68,low
C00801,smb,DE,3,0,true,52,medium
C00802,consumer,ES,5,3,true,59,medium
C00803,enterprise,GR,1,0,true,59,medium
C00804,enterprise,PT,7,0,true,100,low
C00805,consumer,DE,2,0,true,68,low
C00806,consumer,FR,2,2,false,44,medium
C00807,consumer,DE,4,1,true,74,low
C00808,consumer,PT,4,2,true,37,medium
C00809,enterprise,GR,4,0,true,86,low
C00810,mid_market,DE,1,0,true,59,medium
C00811,enterprise,FR,2,0,true,68,low
C00812,smb,FR,4,4,false,38,medium
C00813,consumer,GR,3,2,true,53,medium
C00814,enterprise,IT,6,2,false,80,low
C00815,enterprise,FR,5,3,true,59,medium
C00816,mid_market,PT,5,0,true,95,low
C00817,enterprise,GR,5,0,true,70,low
C00818,mid_market,DE,2,2,true,44,medium
C00819,consumer,IT,5,4,true,47,medium
C00820,smb,GR,5,0,true,95,low
C00821,enterprise,FR,8,5,true,37,medium
C00822,consumer,GR,2,0,true,68,low
C00823,mid_market,ES,1,0,true,59,medium
C00824,mid_market,PT,5,2,true,71,low
C00825,smb,FR,8,3,true,86,low
C00826,smb,PT,2,2,true,19,high
C00827,smb,DE,6,0,false,100,low
C00828,mid_market,PT,2,0,true,43,medium
C00829,consumer,ES,1,0,true,34,medium
C00830,mid_market,GR,6,0,true,79,low
C00831,enterprise,GR,2,3,true,7,high
C00832,enterprise,PT,2,0,true,68,low
C00833,smb,DE,4,2,true,37,medium
C00834,enterprise,ES,4,3,true,25,high
C00835,mid_market,PT,3,4,true,29,high
C00836,mid_market,GR,5,2,false,71,low
C00837,enterprise,GR,1,0,true,59,medium
C00838,consumer,ES,5,5,true,35,medium
C00839,smb,FR,2,1,true,56,medium
C00840,enterprise,DE,1,3,true,0,high
C00841,consumer,DE,3,0,true,77,low
C00842,mid_market,GR,3,0,true,77,low
C00843,consumer,IT,5,2,true,71,low
C00844,enterprise,FR,3,2,true,53,medium
C00845,mid_market,IT,3,0,true,77,low
C00846,enterprise,GR,1,0,true,34,medium
C00847,enterprise,DE,4,0,true,86,low
C00848,smb,PT,2,1,true,31,medium
C00849,mid_market,PT,4,2,true,37,medium
C00850,consumer,FR,3,0,true,77,low
C00851,consumer,IT,0,0,true,50,medium
C00852,mid_market,IT,5,7,true,0,high
C00853,consumer,GR,2,2,false,19,high
C00854,mid_market,IT,2,2,true,44,medium
C00855,consumer,GR,2,0,true,68,low
C00856,smb,DE,5,0,true,95,low
C00857,enterprise,ES,6,2,true,80,low
C00858,smb,PT,5,0,true,70,low
C00859,smb,PT,4,0,false,86,low
C00860,enterprise,GR,4,0,true,86,low
C00861,smb,PT,3,0,true,77,low
C00862,smb,PT,4,3,true,50,medium
C00863,smb,GR,3,3,true,41,medium
C00864,consumer,ES,6,6,true,7,high
C00865,consumer,DE,1,0,true,59,medium
C00866,enterprise,FR,6,2,true,55,medium
C00867,consumer,PT,5,6,true,23,high
C00868,mid_market,ES,3,4,true,29,high
C00869,mid_market,ES,4,2,true,62,low
C00870,consumer,DE,6,2,true,80,low
C00871,enterprise,PT,2,2,true,44,medium
C00872,smb,DE,7,0,true,100,low
C00873,consumer,IT,3,3,true,41,medium
C00874,consumer,PT,2,2,true,44,medium
C00875,smb,FR,5,2,true,71,low
C00876,consumer,PT,2,2,true,44,medium
C00877,mid_market,PT,1,0,true,59,medium
C00878,consumer,FR,4,4,true,38,medium
C00879,enterprise,GR,2,0,true,68,low
C00880,smb,DE,5,0,false,95,low
C00881,consumer,GR,3,2,true,53,medium
C00882,smb,PT,7,0,true,100,low
C00883,enterprise,ES,4,0,true,86,low
C00884,enterprise,FR,4,0,true,86,low
C00885,enterprise,DE,4,2,true,37,medium
C00886,smb,PT,1,0,true,34,medium
C00887,mid_market,DE,4,0,true,86,low
C00888,mid_market,GR,1,0,true,59,medium
C00889,consumer,PT,4,1,true,49,medium
C00890,smb,ES,4,1,true,74,low
C00891,mid_market,GR,6,7,true,0,high
C00892,mid_market,FR,6,0,true,100,low
C00893,consumer,GR,4,0,true,86,low
C00894,mid_market,GR,3,0,true,77,low
C00895,enterprise,ES,2,2,true,44,medium
C00896,enterprise,GR,4,0,true,86,low
C00897,smb,GR,5,2,true,71,low
C00898,mid_market,FR,3,4,true,29,high
C00899,mid_market,PT,2,0,true,68,low
C00900,smb,GR,1,0,true,59,medium
C00901,smb,DE,4,2,true,62,low
C00902,consumer,IT,4,0,true,86,low
C00903,enterprise,DE,6,0,true,100,low
C00904,mid_market,FR,1,4,true,0,high
C00905,mid_market,DE,4,0,true,86,low
C00906,consumer,FR,2,2,true,44,medium
C00907,enterprise,DE,6,0,true,100,low
C00908,enterprise,ES,3,1,true,65,low
C00909,consumer,PT,5,0,true,95,low
C00910,consumer,GR,4,0,true,86,low
C00911,consumer,DE,6,4,true,56,medium
C00912,smb,PT,4,6,true,14,high
C00913,consumer,ES,6,2,true,55,medium
C00914,smb,FR,0,2,true,26,high
C00915,enterprise,IT,3,0,false,77,low
C00916,consumer,GR,6,4,true,56,medium
C00917,mid_market,ES,4,0,true,86,low
C00918,consumer,PT,4,3,true,50,medium
C00919,enterprise,GR,1,0,true,59,medium
C00920,consumer,PT,1,0,true,59,medium
C00921,consumer,GR,8,0,true,100,low
C00922,consumer,FR,1,5,true,0,high
C00923,consumer,FR,2,0,false,43,medium
C00924,mid_market,GR,5,2,true,46,medium
C00925,mid_market,FR,2,0,true,43,medium
C00926,consumer,DE,3,4,false,29,high
C00927,smb,ES,2,4,true,20,high
C00928,enterprise,GR,4,2,true,62,low
C00929,consumer,DE,6,2,true,80,low
C00930,consumer,DE,2,0,true,68,low
C00931,consumer,IT,4,2,true,62,low
C00932,consumer,ES,4,0,true,86,low
C00933,mid_market,IT,5,4,true,47,medium
C00934,consumer,ES,4,4,false,38,medium
C00935,consumer,GR,2,2,true,19,high
C00936,mid_market,ES,1,2,true,35,medium
C00937,mid_market,FR,3,0,true,77,low
C00938,smb,DE,6,0,true,100,low
C00939,consumer,ES,6,2,true,80,low
C00940,consumer,DE,5,0,true,95,low
C00941,mid_market,FR,2,0,false,68,low
C00942,mid_market,IT,4,2,true,62,low
C00943,enterprise,DE,1,2,true,35,medium
C00944,smb,DE,2,2,true,44,medium
C00945,smb,IT,3,0,true,77,low
C00946,mid_market,ES,4,0,true,86,low
C00947,mid_market,ES,6,0,true,100,low
C00948,smb,DE,4,0,true,86,low
C00949,mid_market,IT,3,0,true,77,low
C00950,consumer,DE,1,0,true,34,medium
C00951,smb,ES,3,2,true,53,medium
C00952,mid_market,DE,8,2,true,73,low
C00953,consumer,PT,6,6,false,32,medium
C00954,consumer,ES,5,2,true,71,low
C00955,enterprise,ES,4,0,true,61,low
C00956,consumer,PT,2,0,true,68,low
C00957,consumer,PT,4,2,true,62,low
C00958,enterprise,ES,2,4,true,0,high
C00959,enterprise,GR,2,0,true,68,low
C00960,smb,FR,5,0,true,95,low
C00961,smb,FR,4,0,false,61,low
C00962,consumer,ES,3,1,true,65,low
C00963,mid_market,FR,2,4,true,20,high
C00964,mid_market,GR,4,0,true,61,low
C00965,mid_market,IT,3,2,true,53,medium
C00966,mid_market,GR,2,2,true,44,medium
C00967,smb,IT,1,2,true,35,medium
C00968,consumer,GR,6,0,true,100,low
C00969,consumer,DE,6,2,true,80,low
C00970,mid_market,GR,6,2,true,80,low
C00971,mid_market,PT,3,7,true,0,high
C00972,mid_market,DE,6,0,false,100,low
C00973,enterprise,PT,3,2,true,28,high
C00974,consumer,DE,3,4,true,29,high
C00975,consumer,DE,6,2,true,55,medium
C00976,mid_market,PT,2,0,true,68,low
C00977,smb,IT,2,0,true,68,low
C00978,smb,IT,6,0,true,100,low
C00979,smb,DE,1,1,true,47,medium
C00980,consumer,FR,4,0,false,61,low
C00981,mid_market,GR,2,2,true,44,medium
C00982,smb,FR,5,2,true,46,medium
C00983,consumer,PT,7,1,false,100,low
C00984,mid_market,IT,5,6,true,23,high
C00985,smb,FR,3,2,true,53,medium
C00986,mid_market,ES,4,0,true,86,low
C00987,enterprise,GR,5,0,false,95,low
C00988,consumer,FR,6,1,true,67,low
C00989,mid_market,PT,6,6,true,32,medium
C00990,consumer,GR,6,1,true,92,low
C00991,consumer,PT,3,2,true,53,medium
C00992,smb,FR,0,2,true,1,high
C00993,enterprise,IT,7,4,true,65,low
C00994,mid_market,IT,2,2,true,44,medium
C00995,consumer,ES,4,2,true,62,low
C00996,smb,ES,5,2,true,71,low
C00997,mid_market,DE,3,3,true,41,medium
C00998,mid_market,ES,2,1,true,56,medium
C00999,mid_market,DE,2,5,true,8,high
C01000,mid_market,GR,4,0,true,86,low
C01001,mid_market,FR,6,0,true,79,low
C01002,enterprise,DE,3,0,false,77,low
C01003,consumer,IT,10,2,true,100,low
C01004,mid_market,FR,2,0,true,68,low
C01005,mid_market,ES,3,2,false,53,medium
C01006,smb,PT,8,5,true,62,low
C01007,enterprise,IT,3,1,true,65,low
C01008,consumer,ES,5,2,true,71,low
C01009,smb,ES,6,2,true,80,low
C01010,smb,FR,3,0,false,52,medium
C01011,mid_market,PT,4,2,true,62,low
C01012,enterprise,ES,3,2,true,53,medium
C01013,smb,FR,4,0,true,86,low
C01014,enterprise,DE,2,0,false,68,low
C01015,consumer,ES,4,0,true,61,low
C01016,enterprise,IT,6,2,true,80,low
C01017,consumer,DE,4,1,false,74,low
C01018,mid_market,PT,6,2,true,80,low
C01019,enterprise,ES,5,0,false,70,low
C01020,consumer,FR,5,1,false,58,medium
C01021,enterprise,IT,5,0,true,95,low
C01022,smb,PT,2,2,true,44,medium
C01023,smb,PT,9,0,false,100,low
C01024,enterprise,DE,6,4,true,56,medium
C01025,smb,FR,1,0,true,59,medium
C01026,smb,PT,6,3,true,68,low
C01027,consumer,FR,2,0,true,43,medium
C01028,consumer,PT,3,0,true,77,low
C01029,mid_market,IT,6,3,true,68,low
C01030,enterprise,GR,6,0,true,100,low
C01031,consumer,PT,5,0,true,95,low
C01032,consumer,FR,2,2,true,44,medium
C01033,consumer,GR,2,0,false,68,low
C01034,mid_market,FR,4,4,true,38,medium
C01035,enterprise,ES,3,0,true,52,medium
C01036,mid_market,DE,4,0,true,61,low
C01037,mid_market,DE,4,3,true,25,high
C01038,smb,PT,3,4,true,29,high
C01039,mid_market,IT,5,0,true,70,low
C01040,smb,GR,8,0,true,97,low
C01041,consumer,DE,4,3,true,50,medium
C01042,mid_market,ES,8,2,true,98,low
C01043,consumer,FR,5,4,true,47,medium
C01044,enterprise,FR,3,3,true,41,medium
C01045,consumer,GR,2,2,true,44,medium
C01046,consumer,DE,3,1,true,65,low
C01047,consumer,FR,3,5,true,17,high
C01048,consumer,PT,0,0,true,50,medium
C01049,consumer,IT,1,4,false,11,high
C01050,enterprise,IT,4,0,true,86,low
C01051,mid_market,PT,5,2,true,71,low
C01052,enterprise,FR,3,0,true,77,low
C01053,enterprise,GR,4,6,false,0,high
C01054,consumer,ES,4,1,true,74,low
C01055,smb,DE,2,2,true,44,medium
C01056,mid_market,GR,5,0,true,95,low
C01057,mid_market,DE,2,0,true,68,low
C01058,enterprise,ES,2,2,true,44,medium
C01059,consumer,GR,2,0,true,68,low
C01060,consumer,IT,3,0,true,77,low
C01061,mid_market,PT,3,2,true,53,medium
C01062,smb,IT,8,4,true,74,low
C01063,smb,DE,3,0,true,77,low
C01064,enterprise,ES,6,0,false,100,low
C01065,consumer,GR,2,3,false,32,medium
C01066,consumer,GR,1,0,true,59,medium
C01067,smb,FR,2,0,true,43,medium
C01068,mid_market,FR,3,0,true,77,low
C01069,mid_market,FR,3,0,true,77,low
C01070,mid_market,PT,4,3,true,25,high
C01071,smb,ES,8,9,true,0,high
C01072,consumer,DE,2,2,true,44,medium
C01073,consumer,ES,5,0,true,70,low
C01074,smb,IT,3,0,false,77,low
C01075,mid_market,ES,2,6,true,0,high
C01076,smb,FR,0,1,true,38,medium
C01077,mid_market,PT,3,2,true,53,medium
C01078,smb,FR,8,6,true,50,medium
C01079,smb,GR,2,2,true,44,medium
C01080,consumer,FR,4,2,false,62,low
C01081,smb,PT,6,0,false,100,low
C01082,smb,PT,2,0,true,68,low
C01083,enterprise,PT,4,2,true,62,low
C01084,enterprise,ES,7,2,true,89,low
C01085,mid_market,IT,3,1,true,40,medium
C01086,mid_market,FR,1,0,false,34,medium
C01087,smb,DE,3,4,true,29,high
C01088,smb,IT,3,2,true,53,medium
C01089,smb,DE,3,0,false,77,low
C01090,smb,ES,6,1,true,92,low
C01091,smb,GR,7,1,true,100,low
C01092,smb,DE,0,2,true,26,high
C01093,mid_market,PT,3,4,true,29,high
C01094,smb,DE,3,2,true,53,medium
C01095,enterprise,PT,3,0,true,77,low
C01096,mid_market,FR,5,2,true,46,medium
C01097,enterprise,PT,2,4,true,0,high
C01098,smb,ES,3,4,true,4,high
C01099,enterprise,IT,4,1,true,74,low
C01100,mid_market,FR,5,2,true,71,low
C01101,smb,DE,2,0,true,68,low
C01102,mid_market,IT,6,1,true,67,low
C01103,mid_market,IT,7,2,true,64,low
C01104,consumer,PT,6,3,true,43,medium
C01105,enterprise,FR,2,0,true,43,medium
C01106,mid_market,PT,1,1,true,22,high
C01107,mid_market,IT,1,1,true,47,medium
C01108,smb,GR,5,4,true,47,medium
C01109,enterprise,ES,3,0,true,77,low
C01110,mid_market,ES,3,0,false,52,medium
C01111,consumer,ES,1,2,true,35,medium
C01112,smb,GR,7,2,true,64,low
C01113,consumer,IT,6,2,true,80,low
C01114,smb,ES,1,2,true,35,medium
C01115,mid_market,ES,1,2,true,35,medium
C01116,consumer,DE,3,2,true,53,medium
C01117,enterprise,GR,8,0,true,100,low
C01118,smb,PT,1,0,true,59,medium
C01119,mid_market,IT,7,0,true,100,low
C01120,mid_market,IT,2,2,true,44,medium
C01121,smb,PT,1,3,true,0,high
C01122,enterprise,IT,5,0,true,70,low
C01123,smb,ES,7,4,true,40,medium
C01124,enterprise,FR,4,0,true,61,low
C01125,enterprise,DE,2,0,true,68,low
C01126,mid_market,DE,3,0,false,77,low
C01127,smb,FR,4,0,true,86,low
C01128,mid_market,FR,2,0,true,43,medium
C01129,mid_market,IT,4,0,true,86,low
C01130,enterprise,FR,4,0,true,61,low
C01131,mid_market,IT,3,0,false,77,low
C01132,mid_market,DE,6,2,true,55,medium
C01133,mid_market,GR,4,0,true,61,low
C01134,consumer,ES,3,0,true,77,low
C01135,consumer,PT,6,0,true,100,low
C01136,smb,ES,5,2,true,71,low
C01137,enterprise,ES,3,6,true,5,high
C01138,consumer,ES,5,4,true,47,medium
C01139,smb,IT,2,0,true,43,medium
C01140,enterprise,DE,0,0,true,25,high
C01141,consumer,GR,3,1,true,65,low
C01142,consumer,FR,3,0,true,52,medium
C01143,smb,FR,4,0,true,61,low
C01144,mid_market,DE,4,0,true,86,low
C01145,mid_market,ES,5,2,true,71,low
C01146,enterprise,IT,4,0,true,86,low
C01147,smb,DE,2,0,false,68,low
C01148,enterprise,FR,3,5,true,17,high
C01149,mid_market,GR,6,0,false,100,low
C01150,mid_market,FR,7,4,true,40,medium
C01151,consumer,FR,2,2,false,44,medium
C01152,mid_market,IT,3,2,true,53,medium
C01153,consumer,DE,5,4,true,47,medium
C01154,enterprise,PT,2,2,true,44,medium
C01155,consumer,GR,5,4,true,47,medium
C01156,enterprise,FR,3,2,true,53,medium
C01157,consumer,GR,3,4,true,29,high
C01158,enterprise,IT,3,0,false,52,medium
C01159,smb,GR,1,1,true,47,medium
C01160,consumer,IT,6,2,true,80,low
C01161,enterprise,ES,2,0,false,68,low
C01162,enterprise,FR,5,0,true,95,low
C01163,mid_market,PT,11,3,true,100,low
C01164,enterprise,DE,2,2,true,44,medium
C01165,consumer,FR,3,4,true,29,high
C01166,enterprise,DE,3,4,true,29,high
C01167,consumer,ES,3,0,false,77,low
C01168,enterprise,ES,1,0,false,59,medium
C01169,enterprise,GR,3,2,true,28,high
C01170,smb,DE,5,1,false,83,low
C01171,enterprise,ES,4,0,true,86,low
C01172,mid_market,FR,3,2,true,53,medium
C01173,enterprise,DE,2,4,true,20,high
C01174,enterprise,GR,3,0,true,52,medium
C01175,mid_market,DE,7,4,true,65,low
C01176,mid_market,IT,4,0,true,86,low
C01177,mid_market,ES,6,2,true,80,low
C01178,smb,PT,1,0,true,59,medium
C01179,mid_market,PT,3,2,true,53,medium
C01180,smb,IT,6,0,true,100,low
C01181,enterprise,PT,6,0,true,100,low
C01182,mid_market,GR,6,2,false,55,medium
C01183,mid_market,FR,5,0,true,95,low
C01184,smb,DE,1,0,true,59,medium
C01185,smb,ES,5,0,true,95,low
C01186,smb,FR,2,7,true,0,high
C01187,consumer,GR,8,0,true,100,low
C01188,smb,FR,5,2,true,71,low
C01189,mid_market,ES,5,0,true,95,low
C01190,enterprise,ES,5,2,false,71,low
C01191,mid_market,FR,5,0,true,95,low
C01192,enterprise,FR,1,0,true,59,medium
C01193,enterprise,GR,7,4,true,40,medium
C01194,smb,ES,4,2,true,62,low
C01195,mid_market,DE,4,2,true,62,low
C01196,mid_market,DE,3,2,true,53,medium
C01197,enterprise,ES,2,2,false,44,medium
C01198,consumer,FR,3,0,true,77,low
C01199,enterprise,GR,3,5,true,17,high
C01200,enterprise,PT,3,8,true,0,high
